10700;#doc=Derevnya.2.txt;;;;;;;;;;;;;;;
10701;1; ирилл; »–»ЋЋ;S m anim pers nom sg;;;л;л;и;р;и;к;S; »–»ЋЋ;S m anim nom sg;
10702;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;
10703;3;Ќу;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART;
10704;4;в;¬ ќЅў≈ћ;PARENTH слитно;;;в;;;;;;PR;¬;PR;
10705;5;общем;¬ ќЅў≈ћ;PARENTH;;;м;е;щ;б;о;;A;ќЅў»…;A - loc sg plen m -;
10706;6;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10707;7;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10708;8;“ак;“ј ;ADV -;;;к;а;т;;;;ADV;“ј ;ADV -;
10709;9;получилось;ѕќЋ”„»“№—я;V pf praet sg indic n -;;;ь;с;о;л;и;ч;V;ѕќЋ”„»“№—я;V pf praet sg indic n -;
10710;10;что;„“ќ;CONJ;;;о;т;ч;;;;CONJ;„“ќ;CONJ;
10711;11;по;ѕќ;PR;;;о;п;;;;;PR;ѕќ;PR;
10712;12;маминой;ћјћ»Ќ;A - dat sg plen f -;;;й;о;н;и;м;а;A;ћјћ»Ќ;A - dat sg plen f -;
10713;13;линии;Ћ»Ќ»я;S f inan gen sg;;;и;и;н;и;л;;S;Ћ»Ќ»я;S f inan dat sg;
10714;14;€;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom;
10715;15;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10716;16;ну;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART;
10717;17;наполовину;ЌјѕќЋќ¬»Ќ”;ADV -;;;у;н;и;в;о;л;ADV;ЌјѕќЋќ¬»Ќ”;ADV -;
10718;18;из;»«;PR;;;з;и;;;;;PR;»«;PR;
10719;19;деревни;ƒ≈–≈¬Ќя;S f inan gen sg;;;и;н;в;е;р;е;S;ƒ≈–≈¬Ќя;S f inan gen sg;
10720;20;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10721;21;то;“ќ;CONJ;;;о;т;;;;;CONJ;“ќ;CONJ;
10722;22;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10723;23;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;
10724;24;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10725;25;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;
10726;26;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX;
10727;27;=;=;PUNC;;;;;;;;;PUNC;=;PUNC;
10728;28;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10729;29;#;#;PUNC;;;;;;;;;PUNC;#;PUNC;
10730;30;39;39;NUM - - -;;;;;;;;;NUM;39;NUM - - -;
10731;31;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10732;32;есь;Ѕџ“№;V ipf praes sg indic - 3p;;;ь;с;е;;;;S;≈—№;S f inan nonflex nonflex;
10733;33;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10734;34;#;#;PUNC;;;;;;;;;PUNC;#;PUNC;
10735;35;39;39;NUM - - -;;;;;;;;;NUM;39;NUM - - -;
10736;36;";";";";SENT;;;;;;;;;SENT;";";SENT;
10737;;;;;;;;;;;;;;;;
10738;1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10739;2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;
10740;3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10741;4;есть;Ѕџ“№;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;Ѕџ“№;V ipf praes sg indic - 3p;
10742;5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10743;6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;
10744;7;";";";";SENT;;;;;;;;;SENT;";";SENT;
10745;;;;;;;;;;;;;;;;
10746;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10747;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;
10748;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10749;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;
10750;5;";";";";SENT;;;;;;;;;SENT;";";SENT;
10751;;;;;;;;;;;;;;;;
10752;1;если;≈—Ћ»;CONJ;;;и;л;с;е;;;CONJ;≈—Ћ»;CONJ;
10753;2;по;ѕќ;PR;;;о;п;;;;;PR;ѕќ;PR;
10754;3;отцу;ќ“≈÷;S m anim dat sg;;;у;ц;т;о;;;S;ќ“≈÷;S m anim dat sg;
10755;4;€;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom;
10756;5;как бы;как бы;PART;;;ы;б; ;к;а;к;-;как бы;-;
10757;6;москвич;ћќ— ¬»„;S m anim nom sg;;;ч;и;в;к;с;о;S;ћќ— ¬»„;S m anim nom sg;
10758;7;то;“ќ;CONJ;;;о;т;;;;;CONJ;“ќ;CONJ;
10759;8;по;ѕќ;PR;;;о;п;;;;;PR;ѕќ;PR;
10760;9;маме;ћјћј;S f anim dat sg;;;е;м;а;м;;;S;ћјћј;S f anim dat sg;
10761;10;€;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom;
10762;11;из;»«;PR;;;з;и;;;;;PR;»«;PR;
10763;12;деревни;ƒ≈–≈¬Ќя;S f inan gen sg;;;и;н;в;е;р;е;S;ƒ≈–≈¬Ќя;S f inan gen sg;
10764;13;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10765;14;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10766;15;ƒеревн€;ƒ≈–≈¬Ќя;S f inan nom sg;;;€;н;в;е;р;е;S;ƒ≈–≈¬Ќя;S f inan nom sg;
10767;16;была;Ѕџ“№;V ipf praet sg indic f -;;;а;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic f -;
10768;17;деревн€;ƒ≈–≈¬Ќя;S f inan nom sg;;;€;н;в;е;р;е;S;ƒ≈–≈¬Ќя;S f inan nom sg;
10769;18;сейчас;—≈…„ј—;ADV -;;;с;а;ч;й;е;с;ADV;—≈…„ј—;ADV -;
10770;19;находитс€;Ќј’ќƒ»“№—я;V ipf praes sg indic - 3p;;;€;с;т;и;д;о;V;Ќј’ќƒ»“№—я;V ipf praes sg indic - 3p;
10771;20;в;¬;PR;;;в;;;;;;PR;¬;PR;
10772;21;Ћипецкой;Ћ»ѕ≈÷ »…;A - loc sg plen f -;;;й;о;к;ц;е;п;A;Ћ»ѕ≈÷ »…;A - gen sg plen f -;
10773;22;области;ќЅЋј—“№;S f inan loc sg;;;и;т;с;а;л;б;S;ќЅЋј—“№;S f inan gen sg;
10774;23;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10775;24;раньше;–јЌќ;ADJ;;;е;ш;ь;н;а;р;ADV;–јЌќ;ADV comp;
10776;25;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg;
10777;26;была;Ѕџ“№;V ipf praet sg indic f -;;;а;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic f -;
10778;27;така€;“ј ќ…;A - nom sg plen f -;;;€;а;к;а;т;;A;“ј ќ…;A - nom sg plen f -;
10779;28;–€занска€;–я«јЌ— »…;A - nom sg plen f -;;;€;а;к;с;н;а;A;–я«јЌ— »…;A - nom sg plen f -;
10780;29;губерни€;√”Ѕ≈–Ќ»я;S f inan nom sg;;;€;и;н;р;е;б;S;√”Ѕ≈–Ќ»я;S f inan nom sg;
10781;30;нормальна€;Ќќ–ћјЋ№Ќџ…;A - nom sg plen f -;;;€;а;н;ь;л;а;A;Ќќ–ћјЋ№Ќџ…;A - nom sg plen f -;
10782;31;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10783;32;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10784;33;¬от;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART;
10785;34;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10786;35;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg;
10787;36;место;ћ≈—“ќ;S n inan nom sg;;;о;т;с;е;м;;S;ћ≈—“ќ;S n inan nom sg;
10788;37;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
10789;38;берегу;Ѕ≈–≈√;S m inan loc2 sg;;;у;г;е;р;е;б;S;Ѕ≈–≈√;S m inan loc2 sg;
10790;39;реки;–≈ ј;S f inan gen sg;;;и;к;е;р;;;S;–≈ ј;S f inan gen sg;
10791;40;ƒон;ƒќЌ;S m inan nom sg;;;н;о;д;;;;S;ƒќЌ;S m inan nom sg;
10792;41;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10793;42;там;“јћ;PART;;;м;а;т;;;;ADV;“јћ;ADV -;
10794;43;метров;ћ≈“–;S m inan adnum pl;;;в;о;р;т;е;м;S;ћ≈“–;S m inan gen pl;
10795;44;шестьсот;Ў≈—“№—ќ“;NUM acc - -;;;т;о;с;ь;т;с;NUM;Ў≈—“№—ќ“;NUM acc - -;
10796;45;-;-;PUNC;;;;;;;;;PUNC;-;PUNC;
10797;46;семьсот;—≈ћ№—ќ“;NUM acc - -;;;т;о;с;ь;м;е;NUM;—≈ћ№—ќ“;NUM acc - -;
10798;47;от;ќ“;PR;;;т;о;;;;;PR;ќ“;PR;
10799;48;неЄ;ќЌј;SPRO sg 3p f gen;;;Є;е;н;;;;SPRO;ќЌј;SPRO sg 3p f acc;
10800;49;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10801;50;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10802;51;ќсновали;ќ—Ќќ¬ј“№;V pf praet pl indic - -;;;и;л;а;в;о;н;V;ќ—Ќќ¬ј“№;V pf praet pl indic - -;
10803;52;эту;Ё“ќ“;A - acc sg plen f -;;;у;т;э;;;;A;Ё“ќ“;A - acc sg plen f -;
10804;53;деревню;ƒ≈–≈¬Ќя;S f inan acc sg;;;ю;н;в;е;р;е;S;ƒ≈–≈¬Ќя;S f inan acc sg;
10805;54;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10806;55;как раз;как раз;PART;;;з;а;р; ;к;а;-;как раз;-;
10807;56;донские;ƒќЌ— ќ…;A - nom pl plen m;;;е;и;к;с;н;о;A;ƒќЌ— ќ…;A - nom pl plen - -;
10808;57;казаки; ј«ј ;S m anim nom pl;;;и;к;а;з;а;к;S; ј«ј ;S m anim nom pl;
10809;58;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10810;59;или;»Ћ»;CONJ;;;и;л;и;;;;CONJ;»Ћ»;CONJ;
10811;60;вру;¬–ј“№;V ipf praes sg indic - 1p;;;у;р;в;;;;V;¬–ј“№;V ipf praes sg indic - 1p;
10812;61;не;Ќ≈;PART;;;е;н;;;;;PART;Ќ≈;PART;
10813;62;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10814;63;не;Ќ≈;PART;;;е;н;;;;;PART;Ќ≈;PART;
10815;64;донские;ƒќЌ— ќ…;A - nom pl plen m;;;е;и;к;с;н;о;A;ƒќЌ— ќ…;A - nom pl plen - -;
10816;65;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10817;66;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10818;67;≈Є;ќЌј;SPRO sg 3p f acc;;;Є;е;;;;;SPRO;ќЌј;SPRO sg 3p f acc;
10819;68;основали;ќ—Ќќ¬ј“№;V pf praet pl indic - -;;;и;л;а;в;о;н;V;ќ—Ќќ¬ј“№;V pf praet pl indic - -;
10820;69;драгуны;ƒ–ј√”Ќ;S m anim nom pl;;;ы;н;у;г;а;р;S;ƒ–ј√”Ќ;S m anim nom pl;
10821;70;которые; ќ“ќ–џ…;A - nom pl plen m;;;е;ы;р;о;т;о;A; ќ“ќ–џ…;A - nom pl plen - -;
10822;71;там;“јћ;ADV -;;;м;а;т;;;;ADV;“јћ;ADV -;
10823;72;были;Ѕџ“№;V ipf praet pl indic - -;;;и;л;ы;б;;;V;Ѕџ“№;V ipf praet pl indic - -;
10824;73;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10825;74;а...;ј...;PART;;;;;;а;;;CONJ;ј...;CONJ;
10826;75;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10827;76;в;¬;PR;;;в;;;;;;PR;¬;PR;
10828;77;начале;Ќј„јЋќ;S n inan loc sg;;;е;л;а;ч;а;н;S;Ќј„јЋќ;S n inan loc sg;
10829;78;18;18;NUM - - -;;;;;;;;;NUM;18;NUM - - -;
10830;79;века;¬≈ ;S m inan gen sg;;;а;к;е;в;;;S;¬≈ ;S m inan gen sg;
10831;80;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10832;81;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10833;82;а;ј;PART;;;а;;;;;;CONJ;ј;CONJ;
10834;83;...;...;SENT;;;;;;;;;SENT;...;SENT;
10835;;;;;;;;;;;;;;;;
10836;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10837;2;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10838;3;Ѕлижайший;ЅЋ»∆ј…Ў»…;A supr nom sg plen m -;;;й;и;ш;й;а;ж;A;ЅЋ»∆ј…Ў»…;A supr nom sg plen m -;
10839;4;к; ;PR;;;к;;;;;;PR; ;PR;
10840;5;ней;ќЌј;SPRO sg 3p f loc;;;й;е;н;;;;SPRO;ќЌј;SPRO sg 3p f loc;
10841;6;райцентр;–ј…÷≈Ќ“–;S m inan nom sg;;;р;т;н;е;ц;й;S;–ј…÷≈Ќ“–;S m inan acc sg;
10842;7;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10843;8;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg;
10844;9;город;√ќ–ќƒ;S m inan nom sg;;;д;о;р;о;г;;S;√ќ–ќƒ;S m inan nom sg;
10845;10;ƒанков;ƒјЌ ќ¬;S m inan nom sg;;;в;о;к;н;а;д;S;ƒјЌ ќ¬;S m anim nom sg;
10846;11;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10847;12;не;Ќ≈;PART;;;е;н;;;;;PART;Ќ≈;PART;
10848;13;очень;ќ„≈Ќ№;ADV -;;;ь;н;е;ч;о;;ADV;ќ„≈Ќ№;ADV -;
10849;14;большой;ЅќЋ№Ўќ…;A - nom sg plen m -;;;й;о;ш;ь;л;о;A;ЅќЋ№Ўќ…;A - gen sg plen f -;
10850;15;тыс€ч;“џ—я„ј;S f inan gen sg;;;ч;€;с;ы;т;;S;“џ—я„ј;S f inan gen sg;
10851;16;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
10852;17;тридцать;“–»ƒ÷ј“№;NUM acc - -;;;ь;т;а;ц;д;и;NUM;“–»ƒ÷ј“№;NUM acc - -;
10853;18;-;-;PUNC;;;;;;;;;PUNC;-;PUNC;
10854;19;сорок;—ќ–ќ ;NUM acc - -;;;к;о;р;о;с;;NUM;—ќ–ќ ;NUM acc - -;
10855;20;человек;„≈Ћќ¬≈ ;S m anim gen pl;;;к;е;в;о;л;е;S;„≈Ћќ¬≈ ;S m anim gen pl;
10856;21;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10857;22;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10858;23;Ё;Ё;INTJ;;;э;;;;;;INTJ;Ё;INTJ;
10859;24;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART;
10860;25;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10861;26;почти;ѕќ„“»;ADV -;;;и;т;ч;о;п;;ADV;ѕќ„“»;ADV -;
10862;27;всЄ;¬≈—№;A - acc plen n inan;;;е;с;в;;;;A;¬≈—№;A - acc pl plen - inan;
10863;28;детство;ƒ≈“—“¬ќ;S n inan acc sg;;;о;в;т;с;т;е;S;ƒ≈“—“¬ќ;S n inan nom sg;
10864;29;€;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom;
10865;30;в;¬;PR;;;в;;;;;;PR;¬;PR;
10866;31;это;Ё“ќ“;A - acc sg plen n inan;;;о;т;э;;;;A;Ё“ќ“;A - acc sg plen n inan;
10867;32;место;ћ≈—“ќ;S n inan acc sg;;;о;т;с;е;м;;S;ћ≈—“ќ;S n inan acc sg;
10868;33;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10869;34;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;
10870;35;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10871;36;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;
10872;37;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX;
10873;38;=;=;PUNC;;;;;;;;;PUNC;=;PUNC;
10874;39;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10875;40;#;#;PUNC;;;;;;;;;PUNC;#;PUNC;
10876;41;39;39;NONLEX;;;;;;;;;NUM;39;NUM - - -;
10877;42;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10878;43;собсна;—ќЅ—“¬≈ЌЌќ;PARENTH distort;;;а;н;с;б;о;с;ADV;—ќЅ—Ќј;ADV -;
10879;44;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10880;45;#;#;PUNC;;;;;;;;;PUNC;#;PUNC;
10881;46;39;39;NONLEX;;;;;;;;;NUM;39;NUM - - -;
10882;47;";";";";SENT;;;;;;;;;SENT;";";SENT;
10883;;;;;;;;;;;;;;;;
10884;1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10885;2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;
10886;3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10887;4;собственно;—ќЅ—“¬≈ЌЌќ;PARENTH;;;о;н;н;е;в;т;ADV;—ќЅ—“¬≈ЌЌќ;ADV -;
10888;5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10889;6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;
10890;7;";";";";SENT;;;;;;;;;SENT;";";SENT;
10891;;;;;;;;;;;;;;;;
10892;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10893;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;
10894;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10895;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;
10896;5;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10897;6;каталс€; ј“ј“№—я;V ipf praet sg indic med m -;;;€;с;л;а;т;а;V; ј“ј“№—я;V ipf praet sg indic m -;
10898;7;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10899;8;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10900;9;.;.;SENT;;;;;;;;;SENT;.;SENT;
10901;;;;;;;;;;;;;;;;
10902;1; ирилл; »–»ЋЋ;S m anim pers nom sg;;;л;л;и;р;и;к;S; »–»ЋЋ;S m anim nom sg;
10903;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;
10904;3;Ќепередаваемое;Ќ≈ѕ≈–≈ƒј¬ј≈ћџ…;A - nom sg plen n -;;;е;о;м;е;а;в;A;Ќ≈ѕ≈–≈ƒј¬ј≈ћџ…;A - nom sg plen n -;
10905;4;ощущение;ќў”ў≈Ќ»≈;S n inan nom sg;;;е;и;н;е;щ;у;S;ќў”ў≈Ќ»≈;S n inan nom sg;
10906;5;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10907;6;которое; ќ“ќ–џ…;A - nom sg plen n -;;;е;о;р;о;т;о;A; ќ“ќ–џ…;A - nom sg plen n -;
10908;7;действительно;ƒ≈…—“¬»“≈Ћ№Ќќ;ADV -;;;о;н;ь;л;е;т;ADV;ƒ≈…—“¬»“≈Ћ№Ќќ;ADV -;
10909;8;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10910;9;сложно;—Ћќ∆Ќќ;ADV -;;;о;н;ж;о;л;с;ADV;—Ћќ∆Ќќ;ADV -;
10911;10;просто;ѕ–ќ—“ќ;PART;;;о;т;с;о;р;п;PART;ѕ–ќ—“ќ;PART;
10912;11;так;“ј ;ADV -;;;к;а;т;;;;ADV;“ј ;ADV -;
10913;12;выразить;¬џ–ј«»“№;V pf - - inf - -;;;ь;т;и;з;а;р;V;¬џ–ј«»“№;V pf - - inf - -;
10914;13;словами;—Ћќ¬ќ;S n inan ins pl;;;и;м;а;в;о;л;S;—Ћќ¬ќ;S n inan ins pl;
10915;14;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg;
10916;15;то;“ќ;S n - acc sg;;;о;т;;;;;S;“ќ;S n - acc sg;
10917;16;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
10918;17;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10919;18;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;
10920;19;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10921;20;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;
10922;21;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX;
10923;22;=;=;PUNC;;;;;;;;;PUNC;=;PUNC;
10924;23;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10925;24;#;#;PUNC;;;;;;;;;PUNC;#;PUNC;
10926;25;39;39;NONLEX;;;;;;;;;NUM;39;NUM - - -;
